Averaging and calculating the power spectrum...
px[122] = 0.024271; pe[122] = 0.000394
px[123] = 0.023038; pe[123] = 0.000413
px[124] = 0.022549; pe[124] = 0.000346
px[125] = 0.021079; pe[125] = 0.000220
px[126] = 0.020036; pe[126] = 0.000267
px[127] = 0.020281; pe[127] = 0.000420
px[128] = 0.020186; pe[128] = 0.000373
px[129] = 0.019668; pe[129] = 0.000256
px[130] = 0.019485; pe[130] = 0.000187
px[131] = 0.018603; pe[131] = 0.000176
px[132] = 0.018630; pe[132] = 0.000232
px[133] = 0.018725; pe[133] = 0.000234
px[134] = 0.018247; pe[134] = 0.000260
px[135] = 0.017168; pe[135] = 0.000195
px[136] = 0.016469; pe[136] = 0.000165
px[137] = 0.016014; pe[137] = 0.000214
px[138] = 0.015494; pe[138] = 0.000263
px[139] = 0.015225; pe[139] = 0.000223
px[140] = 0.014429; pe[140] = 0.000174
px[141] = 0.014971; pe[141] = 0.000292
px[142] = 0.014612; pe[142] = 0.000293
px[143] = 0.014116; pe[143] = 0.000155
px[144] = 0.013868; pe[144] = 0.000202
px[145] = 0.013854; pe[145] = 0.000246
px[146] = 0.013041; pe[146] = 0.000191
px[147] = 0.012566; pe[147] = 0.000125
px[148] = 0.012143; pe[148] = 0.000131
px[149] = 0.012228; pe[149] = 0.000135
px[150] = 0.011403; pe[150] = 0.000165
px[151] = 0.011547; pe[151] = 0.000183
px[152] = 0.012315; pe[152] = 0.000155
px[153] = 0.011277; pe[153] = 0.000176
px[154] = 0.010883; pe[154] = 0.000142
px[155] = 0.010942; pe[155] = 0.000176
px[156] = 0.011002; pe[156] = 0.000201
px[157] = 0.011360; pe[157] = 0.000146
px[158] = 0.011093; pe[158] = 0.000124
px[159] = 0.010585; pe[159] = 0.000162
px[160] = 0.010441; pe[160] = 0.000182
px[161] = 0.010146; pe[161] = 0.000135
px[162] = 0.009667; pe[162] = 0.000207
px[163] = 0.009866; pe[163] = 0.000205
px[164] = 0.009829; pe[164] = 0.000088
px[165] = 0.009066; pe[165] = 0.000128
px[166] = 0.009497; pe[166] = 0.000110
px[167] = 0.009644; pe[167] = 0.000133
px[168] = 0.009483; pe[168] = 0.000140
px[169] = 0.008753; pe[169] = 0.000169
px[170] = 0.008651; pe[170] = 0.000137
px[171] = 0.008779; pe[171] = 0.000128
px[172] = 0.008375; pe[172] = 0.000128
px[173] = 0.008070; pe[173] = 0.000116
px[174] = 0.007931; pe[174] = 0.000114
px[175] = 0.008340; pe[175] = 0.000104
px[176] = 0.008060; pe[176] = 0.000141
px[177] = 0.007557; pe[177] = 0.000128
px[178] = 0.007889; pe[178] = 0.000117
px[179] = 0.007646; pe[179] = 0.000108
px[180] = 0.007347; pe[180] = 0.000085
px[181] = 0.007371; pe[181] = 0.000113
px[182] = 0.007445; pe[182] = 0.000181
px[183] = 0.007193; pe[183] = 0.000188
px[184] = 0.007064; pe[184] = 0.000104
px[185] = 0.007075; pe[185] = 0.000124
px[186] = 0.007148; pe[186] = 0.000094
px[187] = 0.006969; pe[187] = 0.000054
px[188] = 0.006737; pe[188] = 0.000037
px[189] = 0.006863; pe[189] = 0.000047
px[190] = 0.006918; pe[190] = 0.000055
px[191] = 0.006545; pe[191] = 0.000092
px[192] = 0.006474; pe[192] = 0.000122
px[193] = 0.006444; pe[193] = 0.000076
px[194] = 0.006348; pe[194] = 0.000099
px[195] = 0.006266; pe[195] = 0.000116
px[196] = 0.006342; pe[196] = 0.000076
px[197] = 0.006279; pe[197] = 0.000105
px[198] = 0.006290; pe[198] = 0.000108
px[199] = 0.006093; pe[199] = 0.000093
px[200] = 0.006051; pe[200] = 0.000112
px[201] = 0.005876; pe[201] = 0.000081
px[202] = 0.005962; pe[202] = 0.000077
px[203] = 0.006111; pe[203] = 0.000075
px[204] = 0.006221; pe[204] = 0.000099
px[205] = 0.005768; pe[205] = 0.000050
px[206] = 0.005842; pe[206] = 0.000061
px[207] = 0.005897; pe[207] = 0.000072
px[208] = 0.006006; pe[208] = 0.000067
px[209] = 0.005854; pe[209] = 0.000079
px[210] = 0.005667; pe[210] = 0.000067
px[211] = 0.005454; pe[211] = 0.000074
px[212] = 0.005326; pe[212] = 0.000098
px[213] = 0.005782; pe[213] = 0.000086
px[214] = 0.005926; pe[214] = 0.000072
px[215] = 0.005700; pe[215] = 0.000065
px[216] = 0.005764; pe[216] = 0.000077
px[217] = 0.005731; pe[217] = 0.000083
px[218] = 0.005786; pe[218] = 0.000070
px[219] = 0.005407; pe[219] = 0.000048
px[220] = 0.005458; pe[220] = 0.000078
px[221] = 0.005400; pe[221] = 0.000059
px[222] = 0.005338; pe[222] = 0.000066
px[223] = 0.005078; pe[223] = 0.000062
px[224] = 0.005205; pe[224] = 0.000086
px[225] = 0.005074; pe[225] = 0.000076
px[226] = 0.005348; pe[226] = 0.000053
px[227] = 0.005446; pe[227] = 0.000067
px[228] = 0.005136; pe[228] = 0.000057
px[229] = 0.004943; pe[229] = 0.000069
px[230] = 0.005040; pe[230] = 0.000079
px[231] = 0.004990; pe[231] = 0.000109
px[232] = 0.004888; pe[232] = 0.000099
px[233] = 0.005304; pe[233] = 0.000102
px[234] = 0.005229; pe[234] = 0.000083
px[235] = 0.005040; pe[235] = 0.000072
px[236] = 0.005012; pe[236] = 0.000122
px[237] = 0.004979; pe[237] = 0.000071
px[238] = 0.004984; pe[238] = 0.000087
px[239] = 0.004969; pe[239] = 0.000084
px[240] = 0.005020; pe[240] = 0.000060
px[241] = 0.004759; pe[241] = 0.000054
px[242] = 0.004788; pe[242] = 0.000071
px[243] = 0.004714; pe[243] = 0.000063
px[244] = 0.004795; pe[244] = 0.000062
px[245] = 0.004962; pe[245] = 0.000073
px[246] = 0.004991; pe[246] = 0.000051
px[247] = 0.004759; pe[247] = 0.000061
px[248] = 0.004968; pe[248] = 0.000079
px[249] = 0.005068; pe[249] = 0.000084
px[250] = 0.004985; pe[250] = 0.000065
px[251] = 0.004929; pe[251] = 0.000051
px[252] = 0.005042; pe[252] = 0.000056
px[253] = 0.004709; pe[253] = 0.000063
px[254] = 0.004892; pe[254] = 0.000059
px[255] = 0.004701; pe[255] = 0.000061
px[256] = 0.009961; pe[256] = 0.000126

px[0] = 3.887238; pe[0] = 0.043834
px[1] = 7.753165; pe[1] = 0.088517
px[2] = 7.599230; pe[2] = 0.104480
px[3] = 7.724080; pe[3] = 0.131201
px[4] = 8.209336; pe[4] = 0.170289
px[5] = 8.316335; pe[5] = 0.111836
px[6] = 8.636026; pe[6] = 0.109955
px[7] = 9.325459; pe[7] = 0.126734
px[8] = 9.587708; pe[8] = 0.103669
px[9] = 9.807363; pe[9] = 0.082434
px[10] = 10.655517; pe[10] = 0.104339
px[11] = 11.168636; pe[11] = 0.157183
px[12] = 12.235501; pe[12] = 0.232715
px[13] = 14.313647; pe[13] = 0.206734
px[14] = 16.086256; pe[14] = 0.198247
px[15] = 18.073004; pe[15] = 0.243569
px[16] = 20.794735; pe[16] = 0.205273
px[17] = 24.786400; pe[17] = 0.333014
px[18] = 29.453890; pe[18] = 0.344830
px[19] = 36.495415; pe[19] = 0.489107
px[20] = 47.764469; pe[20] = 0.807157
px[21] = 65.116577; pe[21] = 0.720746
px[22] = 96.418121; pe[22] = 1.021769
px[23] = 148.667068; pe[23] = 1.733536
px[24] = 267.395599; pe[24] = 3.402887
px[25] = 427.101685; pe[25] = 6.647388
px[26] = 433.080231; pe[26] = 7.116334
px[27] = 274.255341; pe[27] = 3.513007
px[28] = 144.489044; pe[28] = 1.620661
px[29] = 84.138069; pe[29] = 0.831280
px[30] = 50.011204; pe[30] = 0.635429
px[31] = 35.407780; pe[31] = 0.440979
px[32] = 24.168100; pe[32] = 0.352494
px[33] = 18.589191; pe[33] = 0.215686
px[34] = 14.154296; pe[34] = 0.211063
px[35] = 10.624652; pe[35] = 0.193935
px[36] = 8.283817; pe[36] = 0.126919
px[37] = 6.720017; pe[37] = 0.094535
px[38] = 5.290596; pe[38] = 0.081914
px[39] = 4.577899; pe[39] = 0.068051
px[40] = 3.936846; pe[40] = 0.066748
px[41] = 3.213702; pe[41] = 0.053905
px[42] = 2.833123; pe[42] = 0.061071
px[43] = 2.473946; pe[43] = 0.030733
px[44] = 2.170532; pe[44] = 0.019291
px[45] = 1.918127; pe[45] = 0.016470
px[46] = 1.642400; pe[46] = 0.015185
px[47] = 1.460876; pe[47] = 0.008682
px[48] = 1.267698; pe[48] = 0.011931
px[49] = 1.098486; pe[49] = 0.011131
px[50] = 1.019738; pe[50] = 0.010286
px[51] = 0.941943; pe[51] = 0.013836
px[52] = 0.867941; pe[52] = 0.012796
px[53] = 0.786170; pe[53] = 0.009275
px[54] = 0.740723; pe[54] = 0.005851
px[55] = 0.634168; pe[55] = 0.005588
px[56] = 0.592480; pe[56] = 0.008120
px[57] = 0.557932; pe[57] = 0.009497
px[58] = 0.492103; pe[58] = 0.007658
px[59] = 0.438136; pe[59] = 0.006921
px[60] = 0.427117; pe[60] = 0.007509
px[61] = 0.394993; pe[61] = 0.004788
px[62] = 0.387663; pe[62] = 0.003785
px[63] = 0.373503; pe[63] = 0.005546
px[64] = 0.325829; pe[64] = 0.004986
px[65] = 0.294234; pe[65] = 0.003395
px[66] = 0.268853; pe[66] = 0.003215
px[67] = 0.253996; pe[67] = 0.004077
px[68] = 0.243221; pe[68] = 0.004242
px[69] = 0.221935; pe[69] = 0.004615
px[70] = 0.214481; pe[70] = 0.004998
px[71] = 0.191796; pe[71] = 0.002435
px[72] = 0.176244; pe[72] = 0.002639
px[73] = 0.170325; pe[73] = 0.002496
px[74] = 0.161015; pe[74] = 0.002018
px[75] = 0.150492; pe[75] = 0.001767
px[76] = 0.151273; pe[76] = 0.002408
px[77] = 0.139782; pe[77] = 0.002006
px[78] = 0.127939; pe[78] = 0.002230
px[79] = 0.128308; pe[79] = 0.001960
px[80] = 0.120881; pe[80] = 0.001820
px[81] = 0.115616; pe[81] = 0.001974
px[82] = 0.108225; pe[82] = 0.001388
px[83] = 0.101483; pe[83] = 0.001860
px[84] = 0.097832; pe[84] = 0.001548
px[85] = 0.092348; pe[85] = 0.001366
px[86] = 0.088810; pe[86] = 0.001636
px[87] = 0.085491; pe[87] = 0.001481
px[88] = 0.082859; pe[88] = 0.001448
px[89] = 0.080270; pe[89] = 0.001262
px[90] = 0.074412; pe[90] = 0.001024
px[91] = 0.070465; pe[91] = 0.001371
px[92] = 0.068044; pe[92] = 0.001241
px[93] = 0.064829; pe[93] = 0.001197
px[94] = 0.061922; pe[94] = 0.000855
px[95] = 0.060206; pe[95] = 0.000574
px[96] = 0.057335; pe[96] = 0.000781
px[97] = 0.054072; pe[97] = 0.000650
px[98] = 0.053973; pe[98] = 0.000653
px[99] = 0.051626; pe[99] = 0.000577
px[100] = 0.049370; pe[100] = 0.001023
px[101] = 0.045188; pe[101] = 0.000640
px[102] = 0.045434; pe[102] = 0.000516
px[103] = 0.044484; pe[103] = 0.000639
px[104] = 0.042478; pe[104] = 0.000719
px[105] = 0.041911; pe[105] = 0.000702
px[106] = 0.041030; pe[106] = 0.000775
px[107] = 0.038687; pe[107] = 0.000593
px[108] = 0.036140; pe[108] = 0.000419
px[109] = 0.033902; pe[109] = 0.000446
px[110] = 0.034158; pe[110] = 0.000668
px[111] = 0.033728; pe[111] = 0.000412
px[112] = 0.032296; pe[112] = 0.000323
px[113] = 0.030862; pe[113] = 0.000408
px[114] = 0.031220; pe[114] = 0.000341
px[115] = 0.029290; pe[115] = 0.000386
px[116] = 0.028401; pe[116] = 0.000499
px[117] = 0.027591; pe[117] = 0.000293
px[118] = 0.027640; pe[118] = 0.000385
px[119] = 0.028212; pe[119] = 0.000519
px[120] = 0.025650; pe[120] = 0.000368
px[121] = 0.025265; pe[121] = 0.000317
px[122] = 0.024518; pe[122] = 0.000246
px[123] = 0.023214; pe[123] = 0.000176
px[124] = 0.022846; pe[124] = 0.000297
px[125] = 0.021372; pe[125] = 0.000292
px[126] = 0.020375; pe[126] = 0.000338
px[127] = 0.020757; pe[127] = 0.000476
px[128] = 0.020581; pe[128] = 0.000395
px[129] = 0.020011; pe[129] = 0.000343
px[130] = 0.019806; pe[130] = 0.000321
px[131] = 0.018852; pe[131] = 0.000250
px[132] = 0.018832; pe[132] = 0.000202
px[133] = 0.018997; pe[133] = 0.000273
px[134] = 0.018527; pe[134] = 0.000281
px[135] = 0.017405; pe[135] = 0.000237
px[136] = 0.016695; pe[136] = 0.000226
px[137] = 0.016257; pe[137] = 0.000242
px[138] = 0.015720; pe[138] = 0.000226
px[139] = 0.015412; pe[139] = 0.000188
px[140] = 0.014557; pe[140] = 0.000128
px[141] = 0.015062; pe[141] = 0.000091
px[142] = 0.014791; pe[142] = 0.000180
px[143] = 0.014308; pe[143] = 0.000192
px[144] = 0.014063; pe[144] = 0.000196
px[145] = 0.014084; pe[145] = 0.000230
px[146] = 0.013290; pe[146] = 0.000250
px[147] = 0.012761; pe[147] = 0.000194
px[148] = 0.012262; pe[148] = 0.000119
px[149] = 0.012391; pe[149] = 0.000163
px[150] = 0.011600; pe[150] = 0.000197
px[151] = 0.011676; pe[151] = 0.000129
px[152] = 0.012459; pe[152] = 0.000144
px[153] = 0.011405; pe[153] = 0.000127
px[154] = 0.011083; pe[154] = 0.000200
px[155] = 0.011102; pe[155] = 0.000160
px[156] = 0.011151; pe[156] = 0.000149
px[157] = 0.011521; pe[157] = 0.000161
px[158] = 0.011313; pe[158] = 0.000220
px[159] = 0.010722; pe[159] = 0.000138
px[160] = 0.010544; pe[160] = 0.000103
px[161] = 0.010302; pe[161] = 0.000157
px[162] = 0.009814; pe[162] = 0.000148
px[163] = 0.010019; pe[163] = 0.000153
px[164] = 0.009971; pe[164] = 0.000142
px[165] = 0.009193; pe[165] = 0.000127
px[166] = 0.009601; pe[166] = 0.000104
px[167] = 0.009731; pe[167] = 0.000087
px[168] = 0.009587; pe[168] = 0.000104
px[169] = 0.008880; pe[169] = 0.000128
px[170] = 0.008815; pe[170] = 0.000165
px[171] = 0.008919; pe[171] = 0.000141
px[172] = 0.008533; pe[172] = 0.000158
px[173] = 0.008180; pe[173] = 0.000109
px[174] = 0.008017; pe[174] = 0.000086
px[175] = 0.008440; pe[175] = 0.000099
px[176] = 0.008136; pe[176] = 0.000076
px[177] = 0.007634; pe[177] = 0.000077
px[178] = 0.008018; pe[178] = 0.000128
px[179] = 0.007751; pe[179] = 0.000105
px[180] = 0.007434; pe[180] = 0.000087
px[181] = 0.007454; pe[181] = 0.000083
px[182] = 0.007560; pe[182] = 0.000115
px[183] = 0.007295; pe[183] = 0.000102
px[184] = 0.007152; pe[184] = 0.000088
px[185] = 0.007181; pe[185] = 0.000105
px[186] = 0.007246; pe[186] = 0.000098
px[187] = 0.007079; pe[187] = 0.000110
px[188] = 0.006865; pe[188] = 0.000128
px[189] = 0.006977; pe[189] = 0.000114
px[190] = 0.007029; pe[190] = 0.000110
px[191] = 0.006624; pe[191] = 0.000079
px[192] = 0.006552; pe[192] = 0.000078
px[193] = 0.006539; pe[193] = 0.000095
px[194] = 0.006437; pe[194] = 0.000089
px[195] = 0.006349; pe[195] = 0.000083
px[196] = 0.006428; pe[196] = 0.000085
px[197] = 0.006354; pe[197] = 0.000075
px[198] = 0.006376; pe[198] = 0.000086
px[199] = 0.006178; pe[199] = 0.000085
px[200] = 0.006172; pe[200] = 0.000121
px[201] = 0.005968; pe[201] = 0.000093
px[202] = 0.006033; pe[202] = 0.000071
px[203] = 0.006194; pe[203] = 0.000083
px[204] = 0.006304; pe[204] = 0.000083
px[205] = 0.005859; pe[205] = 0.000091
px[206] = 0.005932; pe[206] = 0.000090
px[207] = 0.005965; pe[207] = 0.000069
px[208] = 0.006069; pe[208] = 0.000063
px[209] = 0.005928; pe[209] = 0.000074
px[210] = 0.005741; pe[210] = 0.000075
px[211] = 0.005526; pe[211] = 0.000072
px[212] = 0.005407; pe[212] = 0.000081
px[213] = 0.005856; pe[213] = 0.000075
px[214] = 0.005997; pe[214] = 0.000071
px[215] = 0.005791; pe[215] = 0.000090
px[216] = 0.005825; pe[216] = 0.000061
px[217] = 0.005775; pe[217] = 0.000044
px[218] = 0.005869; pe[218] = 0.000083
px[219] = 0.005489; pe[219] = 0.000081
px[220] = 0.005532; pe[220] = 0.000074
px[221] = 0.005470; pe[221] = 0.000071
px[222] = 0.005427; pe[222] = 0.000089
px[223] = 0.005146; pe[223] = 0.000068
px[224] = 0.005273; pe[224] = 0.000067
px[225] = 0.005136; pe[225] = 0.000062
px[226] = 0.005402; pe[226] = 0.000054
px[227] = 0.005484; pe[227] = 0.000038
px[228] = 0.005210; pe[228] = 0.000073
px[229] = 0.005013; pe[229] = 0.000070
px[230] = 0.005131; pe[230] = 0.000091
px[231] = 0.005073; pe[231] = 0.000083
px[232] = 0.004981; pe[232] = 0.000093
px[233] = 0.005369; pe[233] = 0.000065
px[234] = 0.005297; pe[234] = 0.000068
px[235] = 0.005109; pe[235] = 0.000069
px[236] = 0.005103; pe[236] = 0.000092
px[237] = 0.005054; pe[237] = 0.000075
px[238] = 0.005032; pe[238] = 0.000048
px[239] = 0.005056; pe[239] = 0.000086
px[240] = 0.005099; pe[240] = 0.000079
px[241] = 0.004831; pe[241] = 0.000072
px[242] = 0.004844; pe[242] = 0.000056
px[243] = 0.004793; pe[243] = 0.000079
px[244] = 0.004885; pe[244] = 0.000090
px[245] = 0.005043; pe[245] = 0.000081
px[246] = 0.005051; pe[246] = 0.000060
px[247] = 0.004814; pe[247] = 0.000055
px[248] = 0.005013; pe[248] = 0.000045
px[249] = 0.005111; pe[249] = 0.000043
px[250] = 0.005039; pe[250] = 0.000053
px[251] = 0.004980; pe[251] = 0.000051
px[252] = 0.005086; pe[252] = 0.000043
px[253] = 0.004764; pe[253] = 0.000055
px[254] = 0.004947; pe[254] = 0.000055
px[255] = 0.004798; pe[255] = 0.000097
px[256] = 0.010156; pe[256] = 0.000195

px[0] = 3.941461; pe[0] = 0.054223
px[1] = 7.847887; pe[1] = 0.094722
px[2] = 7.717912; pe[2] = 0.118682
px[3] = 7.837057; pe[3] = 0.112977
px[4] = 8.342332; pe[4] = 0.132996
px[5] = 8.477891; pe[5] = 0.161556
px[6] = 8.758196; pe[6] = 0.122169
px[7] = 9.406931; pe[7] = 0.081471
px[8] = 9.660686; pe[8] = 0.072979
px[9] = 9.865940; pe[9] = 0.058578
px[10] = 10.750823; pe[10] = 0.095306
px[11] = 11.292297; pe[11] = 0.123661
px[12] = 12.355910; pe[12] = 0.120409
px[13] = 14.470908; pe[13] = 0.157261
px[14] = 16.289186; pe[14] = 0.202931
px[15] = 18.322500; pe[15] = 0.249496
px[16] = 21.032331; pe[16] = 0.237596
px[17] = 25.080709; pe[17] = 0.294310
px[18] = 29.835993; pe[18] = 0.382104
px[19] = 36.872334; pe[19] = 0.376920
px[20] = 48.396465; pe[20] = 0.631997
px[21] = 65.908463; pe[21] = 0.791882
px[22] = 97.212540; pe[22] = 0.794415
px[23] = 151.129944; pe[23] = 2.462874
px[24] = 271.330811; pe[24] = 3.935207
px[25] = 433.432251; pe[25] = 6.330557
px[26] = 438.275085; pe[26] = 5.194857
px[27] = 277.813477; pe[27] = 3.558133
px[28] = 146.701401; pe[28] = 2.212361
px[29] = 85.672333; pe[29] = 1.534263
px[30] = 50.624550; pe[30] = 0.613348
px[31] = 35.840469; pe[31] = 0.432688
px[32] = 24.539511; pe[32] = 0.371410
px[33] = 19.010744; pe[33] = 0.421552
px[34] = 14.391572; pe[34] = 0.237276
px[35] = 10.771537; pe[35] = 0.146885
px[36] = 8.395622; pe[36] = 0.111805
px[37] = 6.805519; pe[37] = 0.085501
px[38] = 5.345770; pe[38] = 0.055173
px[39] = 4.629984; pe[39] = 0.052085
px[40] = 3.975190; pe[40] = 0.038343
px[41] = 3.249281; pe[41] = 0.035579
px[42] = 2.856340; pe[42] = 0.023217
px[43] = 2.495013; pe[43] = 0.021067
px[44] = 2.190598; pe[44] = 0.020065
px[45] = 1.942165; pe[45] = 0.024038
px[46] = 1.679198; pe[46] = 0.036798
px[47] = 1.485113; pe[47] = 0.024237
px[48] = 1.282752; pe[48] = 0.015054
px[49] = 1.113556; pe[49] = 0.015070
px[50] = 1.032415; pe[50] = 0.012677
px[51] = 0.950588; pe[51] = 0.008645
px[52] = 0.879729; pe[52] = 0.011788
px[53] = 0.798931; pe[53] = 0.012760
px[54] = 0.749780; pe[54] = 0.009057
px[55] = 0.642063; pe[55] = 0.007895
px[56] = 0.600874; pe[56] = 0.008394
px[57] = 0.564342; pe[57] = 0.006410
px[58] = 0.497396; pe[58] = 0.005293
px[59] = 0.444562; pe[59] = 0.006425
px[60] = 0.431496; pe[60] = 0.004379
px[61] = 0.401070; pe[61] = 0.006076
px[62] = 0.395407; pe[62] = 0.007744
px[63] = 0.379135; pe[63] = 0.005633
px[64] = 0.328923; pe[64] = 0.003093
px[65] = 0.297645; pe[65] = 0.003410
px[66] = 0.272155; pe[66] = 0.003302
px[67] = 0.258144; pe[67] = 0.004148
px[68] = 0.247164; pe[68] = 0.003943
px[69] = 0.224881; pe[69] = 0.002945
px[70] = 0.216924; pe[70] = 0.002443
px[71] = 0.193016; pe[71] = 0.001220
px[72] = 0.177944; pe[72] = 0.001700
px[73] = 0.172919; pe[73] = 0.002594
px[74] = 0.163245; pe[74] = 0.002230
px[75] = 0.152249; pe[75] = 0.001757
px[76] = 0.153221; pe[76] = 0.001948
px[77] = 0.141982; pe[77] = 0.002200
px[78] = 0.129976; pe[78] = 0.002037
px[79] = 0.129859; pe[79] = 0.001551
px[80] = 0.122322; pe[80] = 0.001441
px[81] = 0.117620; pe[81] = 0.002004
px[82] = 0.110075; pe[82] = 0.001850
px[83] = 0.103112; pe[83] = 0.001630
px[84] = 0.098996; pe[84] = 0.001164
px[85] = 0.093532; pe[85] = 0.001185
px[86] = 0.090162; pe[86] = 0.001352
px[87] = 0.086499; pe[87] = 0.001008
px[88] = 0.083616; pe[88] = 0.000757
px[89] = 0.081616; pe[89] = 0.001346
px[90] = 0.075051; pe[90] = 0.000640
px[91] = 0.071159; pe[91] = 0.000695
px[92] = 0.068980; pe[92] = 0.000936
px[93] = 0.065591; pe[93] = 0.000762
px[94] = 0.062436; pe[94] = 0.000514
px[95] = 0.060733; pe[95] = 0.000527
px[96] = 0.057945; pe[96] = 0.000610
px[97] = 0.054615; pe[97] = 0.000543
px[98] = 0.054465; pe[98] = 0.000492
px[99] = 0.052213; pe[99] = 0.000587
px[100] = 0.050121; pe[100] = 0.000751
px[101] = 0.045889; pe[101] = 0.000701
px[102] = 0.046036; pe[102] = 0.000602
px[103] = 0.045051; pe[103] = 0.000566
px[104] = 0.043300; pe[104] = 0.000822
px[105] = 0.042434; pe[105] = 0.000523
px[106] = 0.041639; pe[106] = 0.000609
px[107] = 0.039202; pe[107] = 0.000515
px[108] = 0.036599; pe[108] = 0.000459
px[109] = 0.034374; pe[109] = 0.000473
px[110] = 0.034820; pe[110] = 0.000663
px[111] = 0.034331; pe[111] = 0.000604
px[112] = 0.032686; pe[112] = 0.000390
px[113] = 0.031262; pe[113] = 0.000401
px[114] = 0.031611; pe[114] = 0.000391
px[115] = 0.029806; pe[115] = 0.000515
px[116] = 0.028789; pe[116] = 0.000388
px[117] = 0.027862; pe[117] = 0.000271
px[118] = 0.028028; pe[118] = 0.000388
px[119] = 0.028531; pe[119] = 0.000319
px[120] = 0.026006; pe[120] = 0.000356
px[121] = 0.025587; pe[121] = 0.000322
px[122] = 0.024814; pe[122] = 0.000297
px[123] = 0.023415; pe[123] = 0.000201
px[124] = 0.023076; pe[124] = 0.000230
px[125] = 0.021742; pe[125] = 0.000371
px[126] = 0.020715; pe[126] = 0.000341
px[127] = 0.021049; pe[127] = 0.000293
px[128] = 0.020950; pe[128] = 0.000368
px[129] = 0.020341; pe[129] = 0.000330
px[130] = 0.020100; pe[130] = 0.000294
px[131] = 0.019023; pe[131] = 0.000171
px[132] = 0.019081; pe[132] = 0.000249
px[133] = 0.019242; pe[133] = 0.000244
px[134] = 0.018782; pe[134] = 0.000255
px[135] = 0.017638; pe[135] = 0.000233
px[136] = 0.016950; pe[136] = 0.000255
px[137] = 0.016514; pe[137] = 0.000257
px[138] = 0.015932; pe[138] = 0.000211
px[139] = 0.015607; pe[139] = 0.000195
px[140] = 0.014747; pe[140] = 0.000190
px[141] = 0.015259; pe[141] = 0.000197
px[142] = 0.015010; pe[142] = 0.000219
px[143] = 0.014534; pe[143] = 0.000226
px[144] = 0.014207; pe[144] = 0.000144
px[145] = 0.014268; pe[145] = 0.000184
px[146] = 0.013542; pe[146] = 0.000251
px[147] = 0.013011; pe[147] = 0.000250
px[148] = 0.012519; pe[148] = 0.000257
px[149] = 0.012586; pe[149] = 0.000195
px[150] = 0.011758; pe[150] = 0.000159
px[151] = 0.011863; pe[151] = 0.000187
px[152] = 0.012654; pe[152] = 0.000195
px[153] = 0.011573; pe[153] = 0.000168
px[154] = 0.011235; pe[154] = 0.000152
px[155] = 0.011256; pe[155] = 0.000154
px[156] = 0.011375; pe[156] = 0.000224
px[157] = 0.011739; pe[157] = 0.000218
px[158] = 0.011494; pe[158] = 0.000181
px[159] = 0.010918; pe[159] = 0.000196
px[160] = 0.010729; pe[160] = 0.000185
px[161] = 0.010406; pe[161] = 0.000104
px[162] = 0.009944; pe[162] = 0.000129
px[163] = 0.010146; pe[163] = 0.000128
px[164] = 0.010080; pe[164] = 0.000108
px[165] = 0.009324; pe[165] = 0.000131
px[166] = 0.009685; pe[166] = 0.000084
px[167] = 0.009864; pe[167] = 0.000134
px[168] = 0.009702; pe[168] = 0.000114
px[169] = 0.009032; pe[169] = 0.000152
px[170] = 0.008953; pe[170] = 0.000138
px[171] = 0.009049; pe[171] = 0.000130
px[172] = 0.008636; pe[172] = 0.000103
px[173] = 0.008259; pe[173] = 0.000079
px[174] = 0.008082; pe[174] = 0.000065
px[175] = 0.008543; pe[175] = 0.000104
px[176] = 0.008245; pe[176] = 0.000109
px[177] = 0.007719; pe[177] = 0.000085
px[178] = 0.008119; pe[178] = 0.000101
px[179] = 0.007885; pe[179] = 0.000134
px[180] = 0.007518; pe[180] = 0.000083
px[181] = 0.007552; pe[181] = 0.000098
px[182] = 0.007681; pe[182] = 0.000121
px[183] = 0.007411; pe[183] = 0.000116
px[184] = 0.007261; pe[184] = 0.000109
px[185] = 0.007241; pe[185] = 0.000060
px[186] = 0.007326; pe[186] = 0.000080
px[187] = 0.007191; pe[187] = 0.000112
px[188] = 0.006990; pe[188] = 0.000125
px[189] = 0.007073; pe[189] = 0.000096
px[190] = 0.007138; pe[190] = 0.000109
px[191] = 0.006716; pe[191] = 0.000092
px[192] = 0.006673; pe[192] = 0.000121
px[193] = 0.006606; pe[193] = 0.000067
px[194] = 0.006568; pe[194] = 0.000132
px[195] = 0.006447; pe[195] = 0.000098
px[196] = 0.006483; pe[196] = 0.000055
px[197] = 0.006427; pe[197] = 0.000073
px[198] = 0.006470; pe[198] = 0.000094
px[199] = 0.006239; pe[199] = 0.000060
px[200] = 0.006271; pe[200] = 0.000099
px[201] = 0.006034; pe[201] = 0.000066
px[202] = 0.006155; pe[202] = 0.000122
px[203] = 0.006313; pe[203] = 0.000119
px[204] = 0.006370; pe[204] = 0.000066
px[205] = 0.005952; pe[205] = 0.000093
px[206] = 0.005995; pe[206] = 0.000064
px[207] = 0.006031; pe[207] = 0.000066
px[208] = 0.006124; pe[208] = 0.000055
px[209] = 0.005991; pe[209] = 0.000063
px[210] = 0.005813; pe[210] = 0.000072
px[211] = 0.005626; pe[211] = 0.000100
px[212] = 0.005476; pe[212] = 0.000069
px[213] = 0.005900; pe[213] = 0.000044
px[214] = 0.006048; pe[214] = 0.000051
